x1,x2,y
-1.1781205971090296,-0.035235515980879095,-1.0
1.9669367621718608,-0.23003937434004215,1.0
-0.8855566535605511,-0.15911831807102556,-1.0
2.0578641010496908,0.05410679961377085,1.0
-0.7252995782815436,0.22917711517753941,-1.0
0.5569487195180831,0.9209846580081176,-1.0
1.137971881815063,0.24594850616518626,-1.0
0.35516686376193746,0.5621673024732297,-1.0
0.021959603018816165,0.2652004822588601,1.0
0.16890951727935374,0.908242187021425,-1.0
2.0136245242283692,-0.13447890713339172,1.0
-0.7704166355969839,0.5350139279160047,-1.0
0.6600442400901954,-0.07936179805862031,1.0
-0.3129482690509217,1.3676104987333773,-1.0
0.19899098540878418,-0.5117335210068843,1.0
1.338866733451795,-0.04795315801012051,1.0
0.2625853855101253,0.7773238272477259,-1.0
-0.10024202772715318,-0.0616645184048803,1.0
-0.31510077174359946,-0.1609691037253017,1.0
0.9871229419289489,0.9992444700877807,-1.0
0.6472496073746368,-0.5381337729655779,1.0
0.011701780461368834,0.9695993856900645,1.0
0.1413024809681966,0.33992749166629477,1.0
0.9574951713055742,0.07560324107999658,-1.0
-0.6366119037615692,0.6680065752513453,-1.0
-0.2686371965967205,1.249946616796747,-1.0
1.8053411974618065,0.5506010726629227,1.0
2.1053184039495507,0.26304649594686985,1.0
-0.8150611102659344,0.4080953343764688,-1.0
1.2595996683813997,-0.3926282080079628,1.0
0.5924131064392195,0.8167260456255248,-1.0
1.8350455406332418,0.14716971497529843,1.0
-0.16648400282253284,1.224657909757581,-1.0
0.8384472255074722,0.7590504364936841,-1.0
0.6075860148569425,-0.28849122856947695,1.0
0.1108508597098298,0.32624647491643555,1.0
0.14246567761364354,0.6219113829280678,-1.0
0.8058520751496658,0.5744076068750237,-1.0
2.2980108438442595,0.2540950289317947,1.0
1.2153373047740157,-0.4025776302495806,1.0
0.9843579990773518,0.37543806115522604,-1.0
0.5502231152278632,0.9455781719104579,-1.0
0.14688478289499035,0.07788701315893079,1.0
0.9377467203730868,0.0039735169920736835,-1.0
0.9096889955784966,1.062770846458898,-1.0
0.4058320444635297,-0.5611662706815232,1.0
1.0986697460824297,-0.7291535357236372,1.0
0.19464269229012487,0.35167866385252855,1.0
0.6865225067146861,-0.48657116226136954,1.0
0.5320675680148894,0.6661197490118308,-1.0
-0.44816362753251304,1.083116904379833,-1.0
0.19440033527901235,0.39991370195967,1.0
0.8025011187184768,-0.4530739189557607,1.0
1.6118218405229054,-0.1915170854983427,1.0
1.2308708676817848,-0.09547634611506417,-1.0
1.8666510537223007,0.7402943397515667,1.0
0.7034230129065833,-0.17983200835271962,1.0
-0.6660745355529284,0.7948492747327728,-1.0
0.11826703010021444,-0.17640809762345422,1.0
-0.18983896740959116,1.0501663945841437,-1.0
0.27218547442701146,1.0025823542385568,-1.0
1.1262930185074698,-0.5784593780580665,1.0
0.5619124197582889,0.8676817551775247,-1.0
0.31085090823205075,1.151603102715767,-1.0
0.12677677614915667,0.259722128406635,1.0
1.628800437180371,-0.40356241600222237,1.0
1.1184182277435164,-0.10680904491739274,1.0
0.9415571973890009,1.075911729427626,-1.0
0.7230780625498527,0.8620308258125122,-1.0
1.5982655568404511,0.19857476045542316,1.0
0.8892052514923908,-0.7678663670555288,1.0
-0.634733452027586,0.17861455245639413,-1.0
-0.05547334009542226,1.017496110475729,-1.0
1.668189565931468,-0.13846509063212925,1.0
0.22764256016268147,1.2921865010378681,-1.0
-0.8473902980039105,0.13154150718485733,-1.0
1.127592615114904,-0.5462656796783749,1.0
0.2639021729498273,0.759333272501447,-1.0
0.7112982181199188,-0.45143056163142947,1.0
1.050598954150566,0.1508006502983149,-1.0
-0.477891808939541,0.16173984029371646,1.0
-0.1325639327187821,0.9827414728017194,-1.0
0.5518778617999388,-0.30555574571811017,1.0
2.126923246016612,-0.00456816764318136,1.0
1.7234483530994993,-0.43798368072810157,1.0
1.62920851517825,0.1773034499058695,1.0
0.22795532665690152,1.3081483270575116,-1.0
-0.9892551972129753,0.5062869767765854,-1.0
0.5207378119893052,1.2909331476736297,-1.0
0.9984020805281861,0.5305631037331349,-1.0
0.08392346284051633,0.4186155915872042,1.0
-0.7626327320859406,0.2843656136827095,-1.0
-1.077926026522216,0.43237784851467864,-1.0
2.04307348445265,0.0087960331797311,1.0
1.754523467476812,-0.10910254518047721,1.0
-1.2962457384940589,0.6009012040948492,-1.0
1.145161413445587,0.22373242297270862,-1.0
0.9561353412667541,-0.03324263021946833,-1.0
-0.3942632745368247,1.221791369616901,-1.0
1.8268621424305387,-0.2100063528789704,1.0
0.4431362844069024,-0.17328876869550597,1.0
0.8017063919247598,0.18073875233440473,-1.0
-0.6561005618800595,0.8363734397713738,-1.0
1.9482695750646744,-0.4783181635813117,1.0
0.5031466639170262,-0.39651409439860674,1.0
1.30697508664108,-0.25219077496485565,1.0
2.0233229833921453,-0.04433519770667729,1.0
-0.004396491277591785,0.8457599938477868,-1.0
-0.23165153241141864,0.8946871722872123,-1.0
-0.13852960154310479,0.16788436856668795,1.0
-0.30268373768131285,0.9615675628912165,-1.0
2.006966723177944,-0.05161654131234211,1.0
-0.2868637161860063,0.9722689749083279,-1.0
0.15049971396185005,1.239794353698173,-1.0
-0.7694217678658063,0.21794739881855849,-1.0
0.6387706602912582,0.734059866530576,-1.0
-0.34521490277693145,0.7262007644988168,-1.0
1.8018963119975409,-0.5071456716381072,1.0
1.8501249503476984,-0.15873654403493653,1.0
0.564670731338099,-0.4933490096901404,1.0
0.3920692376066938,1.1160789253654657,-1.0
1.0413052259646127,-0.45591507796003394,1.0
2.2866861793014683,-0.18060065573310596,1.0
0.8373953729873413,-0.1491804432593466,-1.0
-0.11663098136887035,0.9872966004772348,-1.0
0.771881509575874,-0.6307487968964782,1.0
0.2652980963382371,-0.3847338010849095,1.0
1.0912264623299615,-0.31675451470879185,1.0
0.21559427673619835,0.5356708089628821,1.0
-1.1747948238970194,-0.0006591840654706345,-1.0
0.6010165036286927,0.2167098024369909,1.0
-1.0164688447907775,0.6880700922530836,-1.0
-0.7790887256658042,0.5790137777182092,-1.0
0.4930932924429253,-0.38008884422298483,1.0
1.6172444839463287,0.6882569156120949,1.0
0.8108084438543012,0.6183810247620716,-1.0
1.867408052900513,0.11028118319751946,1.0
-0.7221746476507978,0.6509478782408767,-1.0
-0.05831074173645903,0.22805850787604987,1.0
0.7372097840828741,0.32076107222280287,-1.0
-1.47598169121785,0.3572389730975745,-1.0
1.883320911327687,-0.10988969555380687,1.0
0.04947820048006421,0.49129156097116117,1.0
